District_ID,DISTRICT,State_ID
5108,CP LUDHIANA,30
5141,NAWAN SHAHR,30
5155,BARNALA,30
5158,FATEHGARH SAHIB,30
5160,G.R.P,30
5244,FATEHGARH SAHIB,30
5256,AMRITSAR,30
5274,JALANDHAR RURAL,30
5338,KHANNA,30
5349,FARIDKOT,30
5374,GURDASPUR,30
5387,KAPURTHALA,30
5390,FARIDKOT,30
5407,BATALA,30
5417,AMRITSAR RURAL,30
5419,SAS NGR,30
5600,G.R.P,30
5620,MAJITHA,30
5659,GURDASPUR,30
5662,ROPAR,30
5675,LUDHIANA,30
5695,BHATINDA,30
5728,JALANDHAR,30
5739,ROPAR,30
5819,TOTAL,30
5862,JALANDHAR,30
5938,FEROZPUR,30
6012,TARN TARAN,30
6014,SAS NGR,30
6045,HOSHIARPUR,30
6055,MANSA,30
6084,FATEHGARH SAHIB,30
6094,MOGA,30
6095,FATEHGARH SAHIB,30
6105,HOSHIARPUR,30
6114,AMRITSAR,30
6162,BATALA,30
6194,SANGRUR,30
6237,GURDASPUR,30
6255,SANGRUR,30
6260,MANSA,30
6280,PATIALA,30
6281,TARN TARAN,30
6303,GURDASPUR,30
6309,HOSHIARPUR,30
6312,BATALA,30
6352,NAWAN SHAHR,30
6359,MUKTSAR,30
6377,NAWAN SHAHR,30
6394,SBS NAGAR,30
6402,MOGA,30
6458,ROPAR,30
6460,BATALA,30
6500,SANGRUR,30
6532,SANGRUR,30
6547,AMRITSAR RURAL,30
6613,MANSA,30
6644,BHATINDA,30
6655,CP LUDHIANA,30
6669,PATIALA,30
6684,FATEHGARH SAHIB,30
6756,FEROZPUR,30
6784,BHATINDA,30
6847,CP JALANDHAR,30
6879,MANSA,30
6881,ROPAR,30
6901,JAGRAON,30
6937,FARIDKOT,30
7014,LUDHIANA,30
7055,FATEHGARH SAHIB,30
7079,G.R.P,30
7114,JAGRAON,30
7120,MOGA,30
7155,FAZILKA,30
7163,PATIALA,30
7203,MANSA,30
7207,MUKTSAR,30
7212,MANSA,30
7224,BATALA,30
7250,KAPURTHALA,30
7311,GURDASPUR,30
7323,ROPAR,30
7328,LUDHIANA,30
7334,TOTAL,30
7363,AMRITSAR,30
7400,BARNALA,30
7481,FARIDKOT,30
7526,LUDHIANA RURAL,30
7543,LUDHIANA RURAL,30
7556,PATHANKOT,30
7577,LUDHIANA,30
7608,PATIALA,30
7649,LUDHIANA RURAL,30
7656,G.R.P,30
7707,FARIDKOT,30
7738,TOTAL,30
7757,GURDASPUR,30
7811,TARN TARAN,30
7820,BARNALA,30
7828,KAPURTHALA,30
7888,PATIALA,30
7892,AMRITSAR,30
7931,GURDASPUR,30
7960,MOGA,30
7965,BARNALA,30
8036,FATEHGARH SAHIB,30
8075,TARN TARAN,30
8109,BHATINDA,30
8127,TARN TARAN,30
8148,MAJITHA,30
8164,SBS NAGAR,30
8165,NAWAN SHAHR,30
8196,JALANDHAR RURAL,30
8205,BATALA,30
8210,LUDHIANA,30
8218,BHATINDA,30
8245,SANGRUR,30
8264,LUDHIANA RURAL,30
8300,BATALA,30
8314,GURDASPUR,30
8356,MUKTSAR,30
8430,BARNALA,30
8436,FATEHGARH SAHIB,30
8441,MUKTSAR,30
8475,KAPURTHALA,30
8490,SAS NGR,30
8493,JALANDHAR,30
8497,KHANNA,30
8558,CP AMRITSAR,30
8573,MAJITHA,30
8607,BHATINDA,30
8610,G.R.P,30
8652,MOGA,30
8709,PATHANKOT,30
8742,G.R.P,30
8791,CP JALANDHAR,30
8811,FEROZPUR,30
8820,HOSHIARPUR,30
8827,TARN TARAN,30
8857,FEROZPUR,30
8883,KAPURTHALA,30
8930,TOTAL,30
8965,FATEHGARH SAHIB,30
9041,JALANDHAR,30
9046,TOTAL,30
9129,TOTAL,30
9178,CP AMRITSAR,30
9248,TARN TARAN,30
9256,MUKTSAR,30
9279,KAPURTHALA,30
9363,BARNALA,30
9370,KAPURTHALA,30
9412,JALANDHAR RURAL,30
9483,SBS NAGAR,30
9497,MANSA,30
9516,TOTAL,30
9543,BHATINDA,30
9545,TOTAL,30
9576,AMRITSAR RURAL,30
9608,BATALA,30
9611,MUKTSAR,30
9630,SANGRUR,30
9645,FARIDKOT,30
9683,KAPURTHALA,30
9711,BARNALA,30
9748,G.R.P,30
9752,NAWAN SHAHR,30
9779,MANSA,30
9828,MAJITHA,30
929,TOTAL,21
1140,TOTAL,21
1692,TOTAL,21
1768,TOTAL,21
2002,LAKSHADWEEP,21
2231,TOTAL,21
2273,TOTAL,21
2297,LAKSHADWEEP,21
2315,LAKSHADWEEP,21
2977,TOTAL,21
3094,TOTAL,21
3392,LAKSHADWEEP,21
3700,LAKSHADWEEP,21
3794,LAKSHADWEEP,21
4111,TOTAL,21
4184,TOTAL,21
4333,LAKSHADWEEP,21
4855,LAKSHADWEEP,21
5064,LAKSHADWEEP,21
5470,LAKSHADWEEP,21
6853,LAKSHADWEEP,21
6953,LAKSHADWEEP,21
7402,LAKSHADWEEP,21
8987,TOTAL,21
9485,TOTAL,21
9713,TOTAL,21
17,GADAG,19
77,RAILWAYS,19
84,BELLARY,19
86,UTTAR KANNADA,19
139,DHARWAD COMMR.,19
142,MYSORE RURAL,19
157,DHARWAD RURAL,19
184,SHIMOGA,19
194,TUMKUR,19
205,SHIMOGA,19
217,BANGALORE COMMR.,19
229,RAMANAGAR,19
286,CHITRADURGA,19
298,BIJAPUR,19
300,HAVERI,19
313,BANGALORE COMMR.,19
347,HAVERI,19
369,GADAG,19
382,HAVERI,19
438,K.G.F.,19
454,BIJAPUR,19
473,DHARWAD COMMR.,19
474,CBPURA,19
553,HASSAN,19
570,RAILWAYS,19
572,HASSAN,19
574,KODAGU,19
575,K.G.F.,19
587,KOLAR,19
630,GADAG,19
646,KOPPAL,19
656,GULBARGA,19
665,MYSORE COMMR.,19
729,UDUPI,19
733,BELGAUM,19
737,BANGALORE COMMR.,19
769,MYSORE COMMR.,19
780,RAICHUR,19
838,RAICHUR,19
842,BAGALKOT,19
844,BIJAPUR,19
853,UTTAR KANNADA,19
856,K.G.F.,19
877,RAICHUR,19
884,CHAMARAJNAGAR,19
914,CHICKMAGALUR,19
936,TUMKUR,19
949,BELGAUM,19
968,UDUPI,19
976,SHIMOGA,19
980,KOPPAL,19
1010,GADAG,19
1027,DHARWAD RURAL,19
1029,RAICHUR,19
1056,BANGALORE COMMR.,19
1074,BIDAR,19
1084,BIDAR,19
1110,MANGALORE CITY,19
1111,MANDYA,19
1116,KOPPAL,19
1129,UDUPI,19
1163,MYSORE COMMR.,19
1221,TOTAL,19
1246,BIJAPUR,19
1264,SHIMOGA,19
1275,TOTAL,19
1276,BELGAUM,19
1296,RAICHUR,19
1309,DAKSHIN KANNADA,19
1325,BIDAR,19
1347,BAGALKOT,19
1358,BIJAPUR,19
1375,RAICHUR,19
1394,GADAG,19
1399,SHIMOGA,19
1403,GULBARGA,19
1407,RAICHUR,19
1478,MANDYA,19
1530,GULBARGA,19
1570,BIDAR,19
1647,BANGALORE COMMR.,19
1666,CHAMARAJNAGAR,19
1707,MYSORE RURAL,19
1724,UDUPI,19
1767,KOPPAL,19
1776,BELLARY,19
1792,TOTAL,19
1827,DHARWAD COMMR.,19
1834,CHITRADURGA,19
1846,TOTAL,19
1857,MYSORE COMMR.,19
1864,CHICKMAGALUR,19
1922,CHITRADURGA,19
1963,CHAMARAJNAGAR,19
1967,CHAMARAJNAGAR,19
1970,DAVANAGERE,19
1974,TUMKUR,19
1995,DHARWAD RURAL,19
2001,CHAMARAJNAGAR,19
2021,SHIMOGA,19
2078,MYSORE RURAL,19
2091,KOLAR,19
2092,DAKSHIN KANNADA,19
2103,MANDYA,19
2119,BANGALORE RURAL,19
2123,CHAMARAJNAGAR,19
2130,KOLAR,19
2133,RAICHUR,19
2141,UTTAR KANNADA,19
2153,UTTAR KANNADA,19
2160,MYSORE COMMR.,19
2185,DAVANAGERE,19
2210,TUMKUR,19
2220,RAICHUR,19
2222,BELGAUM,19
2237,CHITRADURGA,19
2357,KODAGU,19
2372,DAVANAGERE,19
2392,HASSAN,19
2420,RAICHUR,19
2429,RAILWAYS,19
2438,UDUPI,19
2442,SHIMOGA,19
2457,SHIMOGA,19
2536,MYSORE RURAL,19
2602,CHAMARAJNAGAR,19
2621,GADAG,19
2628,KODAGU,19
2655,UDUPI,19
2656,KOLAR,19
2673,CBPURA,19
2678,HAVERI,19
2693,GULBARGA,19
2773,RAILWAYS,19
2794,TOTAL,19
2800,BIJAPUR,19
2825,RAICHUR,19
2838,BANGALORE COMMR.,19
2902,BAGALKOT,19
2931,BELGAUM,19
2950,KODAGU,19
2970,UDUPI,19
2975,RAICHUR,19
2983,KOLAR,19
3001,YADGIRI,19
3116,GADAG,19
3167,TUMKUR,19
3172,BANGALORE RURAL,19
3195,BIJAPUR,19
3220,DHARWAD RURAL,19
3238,HASSAN,19
3242,MYSORE RURAL,19
3264,KODAGU,19
3282,BELLARY,19
3287,TOTAL,19
3313,CHICKMAGALUR,19
3328,CBPURA,19
3332,K.G.F.,19
3353,DAVANAGERE,19
3395,BELGAUM,19
3400,KODAGU,19
3411,BIDAR,19
3419,DAVANAGERE,19
3435,CHAMARAJNAGAR,19
3460,BANGALORE RURAL,19
3469,GULBARGA,19
3565,DAVANAGERE,19
3568,BANGALORE RURAL,19
3590,MANDYA,19
3626,KOPPAL,19
3627,DAKSHIN KANNADA,19
3628,UTTAR KANNADA,19
3692,HAVERI,19
3717,RAILWAYS,19
3725,BANGALORE COMMR.,19
3792,RAILWAYS,19
3816,BAGALKOT,19
3818,CBPURA,19
3914,MYSORE RURAL,19
3920,DAKSHIN KANNADA,19
3966,MYSORE COMMR.,19
3969,BELGAUM,19
3976,KOLAR,19
3977,RAILWAYS,19
3999,BAGALKOT,19
4005,DHARWAD COMMR.,19
4014,BIDAR,19
4033,MYSORE COMMR.,19
4076,K.G.F.,19
4094,GADAG,19
4127,K.G.F.,19
4135,MYSORE COMMR.,19
4163,UDUPI,19
4179,K.G.F.,19
4260,CHICKMAGALUR,19
4284,DAVANAGERE,19
4324,BELGAUM,19
4385,KOLAR,19
4421,BANGALORE RURAL,19
4422,GULBARGA,19
4458,RAMANAGAR,19
4466,UTTAR KANNADA,19
4488,CHICKMAGALUR,19
4507,TOTAL,19
4520,BANGALORE COMMR.,19
4538,CHAMARAJNAGAR,19
4542,BAGALKOT,19
4570,DAKSHIN KANNADA,19
4583,RAILWAYS,19
4587,GULBARGA,19
4591,BELGAUM,19
4637,UTTAR KANNADA,19
4671,DAKSHIN KANNADA,19
4682,CHITRADURGA,19
4687,DAKSHIN KANNADA,19
4718,BAGALKOT,19
4737,BELLARY,19
4814,CHITRADURGA,19
4830,MANDYA,19
4835,SHIMOGA,19
4879,HAVERI,19
4900,GULBARGA,19
4903,DAVANAGERE,19
4927,DHARWAD RURAL,19
4946,KODAGU,19
4962,MANDYA,19
5002,BELGAUM,19
5027,RAMANAGAR,19
5074,HASSAN,19
5077,TOTAL,19
5082,BIJAPUR,19
5099,HAVERI,19
5147,KOPPAL,19
5171,UDUPI,19
5223,TUMKUR,19
5231,DHARWAD RURAL,19
5233,HAVERI,19
5276,DHARWAD RURAL,19
5286,DHARWAD COMMR.,19
5305,BANGALORE COMMR.,19
5339,CHITRADURGA,19
5375,BIDAR,19
5382,BIDAR,19
5420,BELLARY,19
5444,KOPPAL,19
5476,MYSORE RURAL,19
5488,CHICKMAGALUR,19
5497,BANGALORE COMMR.,19
5519,BIDAR,19
5523,HASSAN,19
5550,K.G.F.,19
5555,BELGAUM,19
5587,DHARWAD RURAL,19
5603,UTTAR KANNADA,19
5631,HASSAN,19
5632,KODAGU,19
5646,DHARWAD COMMR.,19
5673,TOTAL,19
5678,MANDYA,19
5681,DAVANAGERE,19
5702,MYSORE RURAL,19
5712,BAGALKOT,19
5736,MANGALORE CITY,19
5747,CHITRADURGA,19
5751,HAVERI,19
5759,RAMANAGAR,19
5828,BIDAR,19
5841,DHARWAD RURAL,19
5844,DHARWAD COMMR.,19
5897,CBPURA,19
5900,RAILWAYS,19
5934,BIJAPUR,19
5957,BAGALKOT,19
5975,KODAGU,19
5981,UDUPI,19
6009,UTTAR KANNADA,19
6046,BANGALORE COMMR.,19
6063,HAVERI,19
6067,GULBARGA,19
6077,RAMANAGAR,19
6088,MANDYA,19
6121,BANGALORE RURAL,19
6151,TOTAL,19
6185,CBPURA,19
6272,GULBARGA,19
6277,CHAMARAJNAGAR,19
6279,TUMKUR,19
6290,BIDAR,19
6310,HASSAN,19
6328,RAILWAYS,19
6343,BELLARY,19
6355,MYSORE COMMR.,19
6361,CHICKMAGALUR,19
6366,BIJAPUR,19
6416,KOLAR,19
6442,MYSORE COMMR.,19
6447,UTTAR KANNADA,19
6463,KODAGU,19
6538,BANGALORE RURAL,19
6579,GULBARGA,19
6583,DHARWAD RURAL,19
6612,K.G.F.,19
6619,MYSORE RURAL,19
6687,BAGALKOT,19
6700,DHARWAD COMMR.,19
6713,DHARWAD COMMR.,19
6726,GADAG,19
6808,CHITRADURGA,19
6851,DAKSHIN KANNADA,19
6874,HASSAN,19
6904,TUMKUR,19
6911,BELLARY,19
6915,TUMKUR,19
6955,DHARWAD COMMR.,19
6958,GADAG,19
6982,HAVERI,19
6987,SHIMOGA,19
6996,BAGALKOT,19
7017,DHARWAD RURAL,19
7037,KOPPAL,19
7040,CHITRADURGA,19
7048,YADGIRI,19
7077,HASSAN,19
7081,GULBARGA,19
7111,MYSORE COMMR.,19
7170,BANGALORE RURAL,19
7182,YADGIRI,19
7199,RAILWAYS,19
7215,RAILWAYS,19
7219,KOLAR,19
7221,BELLARY,19
7255,MANDYA,19
7256,CHICKMAGALUR,19
7271,BELLARY,19
7294,GADAG,19
7296,KOPPAL,19
7297,MANDYA,19
7299,KODAGU,19
7308,CHITRADURGA,19
7316,K.G.F.,19
7319,BIDAR,19
7349,SHIMOGA,19
7350,UTTAR KANNADA,19
7351,GADAG,19
7360,BELLARY,19
7382,KOLAR,19
7409,DAKSHIN KANNADA,19
7532,BIJAPUR,19
7563,BELGAUM,19
7569,TUMKUR,19
7713,BIDAR,19
7714,KOLAR,19
7715,RAILWAYS,19
7736,BANGALORE RURAL,19
7883,K.G.F.,19
7893,HAVERI,19
7906,RAICHUR,19
7914,MANDYA,19
7915,UDUPI,19
7928,DHARWAD COMMR.,19
7937,KOPPAL,19
7967,SHIMOGA,19
7972,YADGIRI,19
7994,CHAMARAJNAGAR,19
8019,BANGALORE COMMR.,19
8030,MYSORE RURAL,19
8047,TUMKUR,19
8122,DAVANAGERE,19
8171,BIJAPUR,19
8177,DAVANAGERE,19
8179,DAKSHIN KANNADA,19
8192,SHIMOGA,19
8235,HASSAN,19
8238,BAGALKOT,19
8263,MANGALORE CITY,19
8268,TOTAL,19
8273,KOPPAL,19
8276,UDUPI,19
8332,CHAMARAJNAGAR,19
8350,KOLAR,19
8376,DHARWAD COMMR.,19
8393,DHARWAD RURAL,19
8401,MYSORE RURAL,19
8411,CHICKMAGALUR,19
8442,CHITRADURGA,19
8473,DAVANAGERE,19
8474,KOLAR,19
8484,UTTAR KANNADA,19
8503,RAMANAGAR,19
8536,BAGALKOT,19
8561,BANGALORE COMMR.,19
8575,MYSORE RURAL,19
8589,TUMKUR,19
8593,BELLARY,19
8618,K.G.F.,19
8724,BELGAUM,19
8726,HAVERI,19
8739,CHICKMAGALUR,19
8777,BANGALORE RURAL,19
8780,DHARWAD COMMR.,19
8793,BANGALORE RURAL,19
8802,KOPPAL,19
8841,MANDYA,19
8863,DHARWAD RURAL,19
8868,DAVANAGERE,19
8905,BANGALORE RURAL,19
8913,MYSORE COMMR.,19
8983,CHICKMAGALUR,19
9017,K.G.F.,19
9027,KOPPAL,19
9045,BELLARY,19
9106,CHICKMAGALUR,19
9124,MYSORE COMMR.,19
9181,HASSAN,19
9218,TUMKUR,19
9224,GADAG,19
9252,UTTAR KANNADA,19
9284,HASSAN,19
9307,UDUPI,19
9335,MANDYA,19
9357,BANGALORE RURAL,19
9385,CHITRADURGA,19
9426,TOTAL,19
9436,MYSORE RURAL,19
9536,GULBARGA,19
9553,DAKSHIN KANNADA,19
9563,BELLARY,19
9599,KODAGU,19
9733,TOTAL,19
9787,CHAMARAJNAGAR,19
9793,DAKSHIN KANNADA,19
9796,BIJAPUR,19
9807,DAKSHIN KANNADA,19
9825,KODAGU,19
9827,CHICKMAGALUR,19
135,D and N HAVELI,9
1727,TOTAL,9
2243,D and N HAVELI,9
2294,TOTAL,9
2576,TOTAL,9
2879,D and N HAVELI,9
3003,TOTAL,9
3205,D and N HAVELI,9
3434,TOTAL,9
3711,D and N HAVELI,9
4044,D and N HAVELI,9
4971,TOTAL,9
5096,TOTAL,9
5936,D and N HAVELI,9
6202,TOTAL,9
6742,TOTAL,9
6766,D and N HAVELI,9
7157,TOTAL,9
7669,D and N HAVELI,9
8002,D and N HAVELI,9
9113,D and N HAVELI,9
9445,TOTAL,9
9562,TOTAL,9
9665,D and N HAVELI,9
1038,D&N HAVELI,10
6554,TOTAL,10
6,BALRAMPUR,8
27,GARIYABAND,8
66,NARAYANPUR,8
74,KORIYA,8
136,KORIYA,8
165,RAIPUR,8
189,TOTAL,8
198,MAHASAMUND,8
208,BIZAPUR,8
213,GRP RAIPUR,8
247,DURG,8
285,TOTAL,8
359,KORIYA,8
463,BILASPUR,8
491,BIZAPUR,8
508,KORIYA,8
581,RAIGARH,8
592,SARGUJA,8
604,RAIPUR,8
606,SARGUJA,8
645,JASHPUR,8
742,RAIPUR,8
757,GRP RAIPUR,8
786,SURAJPUR,8
795,JANJGIR,8
796,SUKMA,8
818,DHAMTARI,8
839,DHAMTARI,8
903,KANKER,8
927,SARGUJA,8
931,RAIGARH,8
944,SURAJPUR,8
985,RAJNANDGAON,8
998,BIZAPUR,8
1008,SURAJPUR,8
1020,DURG,8
1050,DHAMTARI,8
1065,JASHPUR,8
1086,KORIYA,8
1133,SURAJPUR,8
1144,KORIYA,8
1172,RAIGARH,8
1269,SURAJPUR,8
1270,KABIRDHAM,8
1286,GRP RAIPUR,8
1290,MAHASAMUND,8
1298,MAHASAMUND,8
1334,GRP RAIPUR,8
1339,JASHPUR,8
1352,KABIRDHAM,8
1354,NARAYANPUR,8
1439,JAGDALPUR,8
1454,BALRAMPUR,8
1474,KABIRDHAM,8
1512,DURG,8
1516,DURG,8
1523,JAGDALPUR,8
1596,RAIGARH,8
1614,BIZAPUR,8
1682,TOTAL,8
1722,BIZAPUR,8
1725,MAHASAMUND,8
1750,JAGDALPUR,8
1753,RAIPUR,8
1769,BALOD,8
1772,RAIPUR,8
1879,BIZAPUR,8
1944,MAHASAMUND,8
1946,DHAMTARI,8
1956,NARAYANPUR,8
1978,BALRAMPUR,8
2023,BIZAPUR,8
2061,DHAMTARI,8
2148,DHAMTARI,8
2235,NARAYANPUR,8
2272,BALRAMPUR,8
2354,JASHPUR,8
2360,BIZAPUR,8
2423,RAIGARH,8
2528,KANKER,8
2539,SARGUJA,8
2585,MAHASAMUND,8
2591,DHAMTARI,8
2634,SARGUJA,8
2686,DANTEWADA,8
2697,RAJNANDGAON,8
2725,KANKER,8
2749,KANKER,8
2750,DHAMTARI,8
2788,RAIPUR,8
2796,MAHASAMUND,8
2829,JANJGIR,8
2889,BILASPUR,8
2893,RAJNANDGAON,8
2965,KORIYA,8
2967,BALODA BAZAR,8
2992,KORIYA,8
3095,DANTEWARA,8
3117,DANTEWARA,8
3141,BIZAPUR,8
3212,RAJNANDGAON,8
3213,DANTEWARA,8
3236,MAHASAMUND,8
3256,MAHASAMUND,8
3279,KANKER,8
3409,KORBA,8
3410,KANKER,8
3412,RAIGARH,8
3420,KORIYA,8
3424,RAIGARH,8
3461,DURG,8
3463,BILASPUR,8
3536,MAHASAMUND,8
3611,DURG,8
3630,TOTAL,8
3679,DANTEWARA,8
3719,KABIRDHAM,8
3745,JANJGIR,8
3784,KORBA,8
3810,RAJNANDGAON,8
3889,KABIRDHAM,8
3948,BEMETARA,8
3968,RAIPUR,8
4090,DHAMTARI,8
4114,RAJNANDGAON,8
4153,KORIYA,8
4183,KABIRDHAM,8
4199,DHAMTARI,8
4204,JAGDALPUR,8
4212,RAJNANDGAON,8
4213,NARAYANPUR,8
4289,RAIGARH,8
4295,BIZAPUR,8
4328,GARIYABAND,8
4343,SARGUJA,8
4375,JAGDALPUR,8
4430,TOTAL,8
4453,KANKER,8
4513,BALRAMPUR,8
4629,RAJNANDGAON,8
4645,JAGDALPUR,8
4679,KABIRDHAM,8
4707,GRP RAIPUR,8
4815,JASHPUR,8
4871,KONDAGAON,8
4889,BILASPUR,8
4925,KONDAGAON,8
5000,BILASPUR,8
5030,JASHPUR,8
5052,RAIPUR,8
5101,SARGUJA,8
5140,RAJNANDGAON,8
5303,JASHPUR,8
5448,SARGUJA,8
5528,TOTAL,8
5569,JASHPUR,8
5571,JASHPUR,8
5581,KORBA,8
5616,TOTAL,8
5627,RAJNANDGAON,8
5679,DANTEWARA,8
5701,GRP RAIPUR,8
5745,TOTAL,8
5845,JANJGIR,8
5853,DHAMTARI,8
5859,DURG,8
5985,GRP RAIPUR,8
5988,SARGUJA,8
6010,JAGDALPUR,8
6038,MUNGELI,8
6108,KORBA,8
6144,NARAYANPUR,8
6172,BIZAPUR,8
6227,MAHASAMUND,8
6336,BILASPUR,8
6368,RAIPUR,8
6415,KANKER,8
6421,DANTEWARA,8
6448,JASHPUR,8
6471,JAGDALPUR,8
6496,TOTAL,8
6508,JAGDALPUR,8
6546,SURAJPUR,8
6629,RAJNANDGAON,8
6665,DANTEWARA,8
6673,BILASPUR,8
6719,NARAYANPUR,8
6743,DURG,8
6765,BILASPUR,8
6767,BALODA BAZAR,8
6800,DHAMTARI,8
6802,JANJGIR,8
6846,TOTAL,8
6871,RAIGARH,8
6872,DANTEWADA,8
6889,JANJGIR,8
6913,BALRAMPUR,8
6992,BILASPUR,8
7087,KORBA,8
7099,DHAMTARI,8
7102,RAJNANDGAON,8
7105,KORIYA,8
7116,BALRAMPUR,8
7122,BILASPUR,8
7186,KORBA,8
7217,JANJGIR,8
7234,KORBA,8
7241,DURG,8
7258,DURG,8
7261,SARGUJA,8
7276,BALRAMPUR,8
7283,BALRAMPUR,8
7284,GRP RAIPUR,8
7346,DANTEWARA,8
7384,JANJGIR,8
7460,JAGDALPUR,8
7484,NARAYANPUR,8
7487,TOTAL,8
7494,KANKER,8
7502,GRP RAIPUR,8
7506,JANJGIR,8
7539,KORIYA,8
7579,KANKER,8
7614,RAIGARH,8
7623,JASHPUR,8
7627,GRP RAIPUR,8
7678,DURG,8
7771,SURAJPUR,8
7778,KORIYA,8
7796,SARGUJA,8
7851,JANJGIR,8
7947,GARIYABAND,8
7974,KABIRDHAM,8
8034,BALOD,8
8051,KANKER,8
8064,BALRAMPUR,8
8066,KANKER,8
8069,BIZAPUR,8
8108,RAIPUR,8
8125,SARGUJA,8
8157,JANJGIR,8
8172,JANJGIR,8
8182,RAIPUR,8
8189,KORBA,8
8197,MAHASAMUND,8
8203,RAIGARH,8
8248,RAIPUR,8
8277,BALRAMPUR,8
8329,NARAYANPUR,8
8342,JASHPUR,8
8426,SUKMA,8
8457,RAIGARH,8
8501,DURG,8
8522,DANTEWARA,8
8528,RAIPUR,8
8531,KABIRDHAM,8
8537,BILASPUR,8
8538,SURAJPUR,8
8664,JAGDALPUR,8
8665,TOTAL,8
8738,KORBA,8
8757,BALRAMPUR,8
8792,KANKER,8
8875,BILASPUR,8
8929,BEMETARA,8
8986,RAJNANDGAON,8
9002,GRP RAIPUR,8
9056,SURAJPUR,8
9111,DANTEWARA,8
9135,KABIRDHAM,8
9143,KABIRDHAM,8
9174,SARGUJA,8
9203,BALRAMPUR,8
9264,KORBA,8
9309,MUNGELI,8
9318,GRP RAIPUR,8
9472,BILASPUR,8
9473,KABIRDHAM,8
9512,KORBA,8
9515,NARAYANPUR,8
9517,GRP RAIPUR,8
9529,JASHPUR,8
9549,JAGDALPUR,8
9552,DURG,8
9570,MAHASAMUND,8
9579,NARAYANPUR,8
9602,BIZAPUR,8
9649,RAIGARH,8
9708,JAGDALPUR,8
9725,TOTAL,8
9731,JANJGIR,8
9757,DANTEWADA,8
9824,KORBA,8
9834,KORBA,8
56,HARIDWAR,36
68,UDHAMSINGH NAGAR,36
108,TOTAL,36
187,DEHRADUN,36
310,ALMORA,36
314,DEHRADUN,36
335,TEHRI GARHWAL,36
354,UDHAMSINGH NAGAR,36
430,CHAMPAWAT,36
446,CHAMPAWAT,36
451,RUDRA PRAYAG,36
461,PITHORAGARH,36
485,UTTARKASHI,36
488,CHAMOLI,36
526,PITHORAGARH,36
527,ALMORA,36
584,ALMORA,36
595,ALMORA,36
597,CHAMPAWAT,36
663,PAURI GARHWAL,36
668,PAURI GARHWAL,36
692,BAGESHWAR,36
825,HARIDWAR,36
858,HARIDWAR,36
1035,RUDRA PRAYAG,36
1060,CHAMPAWAT,36
1115,PAURI GARHWAL,36
1131,ALMORA,36
1139,BAGESHWAR,36
1174,PAURI GARHWAL,36
1177,HARIDWAR,36
1256,RUDRA PRAYAG,36
1366,TEHRI GARHWAL,36
1382,CHAMOLI,36
1434,UTTARKASHI,36
1542,TOTAL,36
1562,TEHRI GARHWAL,36
1588,UDHAMSINGH NAGAR,36
1591,UDHAMSINGH NAGAR,36
1659,CHAMPAWAT,36
1822,BAGESHWAR,36
1957,TEHRI GARHWAL,36
2044,CHAMPAWAT,36
2081,PITHORAGARH,36
2149,PITHORAGARH,36
2175,TEHRI GARHWAL,36
2204,UTTARKASHI,36
2358,ALMORA,36
2685,RUDRA PRAYAG,36
2701,TOTAL,36
2717,HARIDWAR,36
2799,TEHRI GARHWAL,36
2846,BAGESHWAR,36
2880,UTTARKASHI,36
3134,RUDRA PRAYAG,36
3139,CHAMOLI,36
3204,NAINITAL,36
3276,BAGESHWAR,36
3299,TOTAL,36
3337,HARIDWAR,36
3437,CHAMOLI,36
3500,PAURI GARHWAL,36
3563,CHAMPAWAT,36
3570,TEHRI GARHWAL,36
3733,CHAMOLI,36
3790,NAINITAL,36
3903,CHAMOLI,36
3944,RUDRA PRAYAG,36
3961,HARIDWAR,36
3992,NAINITAL,36
4157,BAGESHWAR,36
4217,PAURI GARHWAL,36
4297,NAINITAL,36
4298,UTTARKASHI,36
4327,TOTAL,36
4349,CHAMPAWAT,36
4374,CHAMOLI,36
4428,RUDRA PRAYAG,36
4557,DEHRADUN,36
4624,TEHRI GARHWAL,36
4631,TOTAL,36
4790,DEHRADUN,36
4797,DEHRADUN,36
4857,UDHAMSINGH NAGAR,36
4858,TEHRI GARHWAL,36
4874,PAURI GARHWAL,36
4878,PITHORAGARH,36
4904,UTTARKASHI,36
4955,RUDRA PRAYAG,36
4977,PITHORAGARH,36
5058,NAINITAL,36
5098,NAINITAL,36
5172,PAURI GARHWAL,36
5247,TEHRI GARHWAL,36
5259,CHAMPAWAT,36
5297,RUDRA PRAYAG,36
5337,BAGESHWAR,36
5494,DEHRADUN,36
5607,PITHORAGARH,36
5711,CHAMOLI,36
5743,UTTARKASHI,36
5884,CHAMPAWAT,36
5962,UTTARKASHI,36
6051,DEHRADUN,36
6132,TEHRI GARHWAL,36
6133,HARIDWAR,36
6232,UDHAMSINGH NAGAR,36
6243,ALMORA,36
6300,DEHRADUN,36
6314,HARIDWAR,36
6333,DEHRADUN,36
6550,UDHAMSINGH NAGAR,36
6776,BAGESHWAR,36
6789,CHAMOLI,36
6794,UTTARKASHI,36
6805,CHAMOLI,36
6812,RUDRA PRAYAG,36
6835,UDHAMSINGH NAGAR,36
6875,PAURI GARHWAL,36
7067,UTTARKASHI,36
7083,DEHRADUN,36
7092,NAINITAL,36
7103,PAURI GARHWAL,36
7141,HARIDWAR,36
